surface,ranking,player_name,matches_played,dominance_ratio,points,total_points_won_pct,tiebreaks_played,tiebreak_record,tiebreak_win_pct,tiebreaks_per_set,sets_played,set_record,set_win_pct,games_played,game_record,game_win_pct,time_per_match,minutes_per_set,seconds_per_point
grass,87,Gabriel Diallo,7,0.812,1467,48.88%,7,2-5,28.57%,0.304,23,10-13,43.48%,235,114-121,48.51%,,,
grass,91,Giovanni Mpetshi Perricard,5,0.842,979,48.93%,9,4-5,44.44%,0.643,14,6-8,42.86%,164,80-84,48.78%,,,
grass,146,Grigor Dimitrov,10,1.265,1769,52.18%,5,3-2,60.00%,0.172,29,19-10,65.52%,295,161-134,54.58%,,,
grass,205,Harry Wendelken,5,0.811,868,47.00%,3,1-2,33.33%,0.231,13,3-10,23.08%,133,57-76,42.86%,,,
grass,273,Henry Searle,10,1.390,1443,54.75%,4,3-1,75.00%,0.174,23,20-3,86.96%,232,139-93,59.91%,,,
grass,18,Hubert Hurkacz,7,1.106,1507,51.56%,7,4-3,57.14%,0.304,23,15-8,65.22%,242,132-110,54.55%,,,
grass,33,Ignacio Buse,6,0.922,960,48.65%,3,3-0,100.00%,0.188,16,7-9,43.75%,156,70-86,44.87%,,,
grass,172,Jack Pinnington Jones,7,0.956,1310,48.93%,2,0-2,0.00%,0.105,19,7-12,36.84%,202,97-105,48.02%,,,
grass,86,Jacob Fearnley,15,1.239,2724,51.65%,10,3-7,30.00%,0.238,42,23-19,54.76%,421,224-197,53.21%,,,
grass,88,Jan Choinski,5,1.067,874,50.23%,1,0-1,0.00%,0.067,15,8-7,53.33%,139,71-68,51.08%,,,
grass,42,Jan-Lennard Struff,9,0.926,2158,49.72%,12,7-5,58.33%,0.375,32,17-15,53.12%,347,174-173,50.14%,,,
grass,1,Jannik Sinner,7,1.621,1515,54.26%,7,5-2,71.43%,0.292,24,21-3,87.50%,254,148-106,58.27%,,,
grass,43,Jaume Munar,5,1.120,849,51.94%,1,1-0,100.00%,0.071,14,7-7,50.00%,137,69-68,50.36%,,,
grass,1091,Jenson Brooksby,8,1.065,1183,50.46%,2,1-1,50.00%,0.095,21,11-10,52.38%,193,99-94,51.30%,,,
grass,12,Jiri Lehecka,9,1.180,1821,51.73%,8,4-4,50.00%,0.296,27,18-9,66.67%,293,158-135,53.92%,,,
grass,136,Jurij Rodionov,5,1.388,633,53.40%,3,3-0,100.00%,0.300,10,8-2,80.00%,98,57-41,58.16%,,,
grass,117,Kamil Majchrzak,12,1.229,2038,52.94%,11,7-4,63.64%,0.355,31,22-9,70.97%,327,181-146,55.35%,,,
grass,270,Kyrian Jacquet,7,1.177,1127,51.46%,6,4-2,66.67%,0.333,18,11-7,61.11%,180,93-87,51.67%,,,
grass,88,Lorenzo Sonego,6,1.025,1346,49.78%,8,4-4,50.00%,0.381,21,10-11,47.62%,228,113-115,49.56%,,,
grass,145,Mackenzie McDonald,6,0.770,957,47.44%,3,1-2,33.33%,0.200,15,5-10,33.33%,147,67-80,45.58%,,,
grass,45,Marcos Giron,7,0.918,1383,50.18%,7,3-4,42.86%,0.350,20,10-10,50.00%,223,112-111,50.22%,,,
grass,182,Marin Cilic,5,0.756,823,47.51%,2,1-1,50.00%,0.143,14,5-9,35.71%,136,59-77,43.38%,,,
grass,189,Mark Lajal,8,0.893,1117,49.87%,3,2-1,66.67%,0.158,19,9-10,47.37%,183,90-93,49.18%,,,
grass,326,Martin Damm,6,0.824,1180,48.64%,8,3-5,37.50%,0.471,17,7-10,41.18%,191,94-97,49.21%,,,
grass,143,Martin Landaluce,5,0.888,972,48.66%,3,1-2,33.33%,0.200,15,5-10,33.33%,156,74-82,47.44%,,,
grass,100,Marton Fucsovics,6,0.886,1045,49.19%,5,3-2,60.00%,0.312,16,7-9,43.75%,160,76-84,47.50%,,,
grass,101,Mattia Bellucci,7,0.939,1176,50.00%,5,2-3,40.00%,0.263,19,9-10,47.37%,197,100-97,50.76%,,,
grass,257,Max Basing,5,0.819,884,47.51%,3,2-1,66.67%,0.214,14,6-8,42.86%,131,56-75,42.75%,,,
grass,754,Michael Zheng,5,0.962,1219,50.45%,9,2-7,22.22%,0.500,18,8-10,44.44%,195,99-96,50.77%,,,
grass,55,Miomir Kecmanovic,5,0.840,968,47.52%,3,3-0,100.00%,0.188,16,7-9,43.75%,157,71-86,45.22%,,,
grass,8,Novak Djokovic,6,0.981,1364,50.88%,5,4-1,80.00%,0.217,23,15-8,65.22%,237,125-112,52.74%,,,
grass,36,Nuno Borges,9,1.199,1368,51.32%,4,1-3,25.00%,0.182,22,13-9,59.09%,223,116-107,52.02%,,,
grass,348,Oliver Tarvet,6,0.946,1008,49.60%,5,0-5,0.00%,0.312,16,7-9,43.75%,162,83-79,51.23%,,,
grass,115,Otto Virtanen,12,1.092,2392,51.09%,15,7-8,46.67%,0.455,33,20-13,60.61%,365,194-171,53.15%,,,
grass,83,Quentin Halys,5,0.966,774,49.61%,2,1-1,50.00%,0.154,13,5-8,38.46%,126,61-65,48.41%,,,
grass,38,Raphael Collignon,5,0.784,794,48.24%,3,0-3,0.00%,0.231,13,5-8,38.46%,134,65-69,48.51%,,,
grass,182,Remy Bertola,5,0.778,673,48.44%,2,2-0,100.00%,0.182,11,6-5,54.55%,109,53-56,48.62%,,,
grass,93,Rinky Hijikata,9,0.996,1505,50.50%,7,4-3,57.14%,0.304,23,12-11,52.17%,240,121-119,50.42%,,,
grass,132,Roman Safiullin,8,1.258,1748,51.89%,8,4-4,50.00%,0.286,28,16-12,57.14%,282,149-133,52.84%,,,
grass,117,Shintaro Mochizuki,8,1.144,1499,51.17%,7,5-2,71.43%,0.318,22,13-9,59.09%,227,118-109,51.98%,,,
grass,194,Sho Shimabukuro,9,1.092,1449,50.31%,5,3-2,60.00%,0.217,23,12-11,52.17%,238,119-119,50.00%,,,
grass,8,Taylor Fritz,14,1.363,2513,53.04%,9,6-3,66.67%,0.225,40,27-13,67.50%,428,231-197,53.97%,,,
grass,46,Terence Atmane,5,0.776,852,46.60%,3,2-1,66.67%,0.214,14,4-10,28.57%,146,65-81,44.52%,,,
grass,185,Titouan Droguet,5,0.864,727,48.83%,2,1-1,50.00%,0.154,13,6-7,46.15%,121,58-63,47.93%,,,
grass,112,Toby Samuel,8,0.962,1379,49.89%,4,2-2,50.00%,0.182,22,12-10,54.55%,213,104-109,48.83%,,,
grass,21,Tommy Paul,8,1.365,1345,53.46%,5,4-1,80.00%,0.238,21,16-5,76.19%,210,121-89,57.62%,,,
grass,148,Tristan Schoolkate,5,1.060,896,50.00%,2,0-2,0.00%,0.143,14,6-8,42.86%,139,68-71,48.92%,,,
grass,28,Ugo Humbert,12,1.062,1858,51.45%,4,3-1,75.00%,0.129,31,20-11,64.52%,302,161-141,53.31%,,,
grass,125,Vit Kopriva,5,0.757,748,48.26%,0,0-0,,0.000,13,6-7,46.15%,127,61-66,48.03%,,,
grass,98,Yannick Hanfmann,8,1.279,1341,50.34%,8,6-2,75.00%,0.400,20,10-10,50.00%,216,107-109,49.54%,,,
grass,239,Yi Zhou,6,0.908,907,51.16%,3,1-2,33.33%,0.214,14,8-6,57.14%,135,74-61,54.81%,,,
grass,106,Yibing Wu,5,0.957,861,50.17%,0,0-0,,0.000,14,5-9,35.71%,134,65-69,48.51%,,,
grass,109,Yunchaokete Bu,11,0.965,1498,51.94%,6,6-0,100.00%,0.240,25,20-5,80.00%,248,137-111,55.24%,,,
grass,156,Zhizhen Zhang,8,1.148,1418,50.71%,8,4-4,50.00%,0.400,20,11-9,55.00%,220,113-107,51.36%,,,
grass,34,Zizou Bergs,10,1.175,2014,51.99%,7,3-4,42.86%,0.219,32,20-12,62.50%,318,175-143,55.03%,,,
hard,261,Abdullah Shelbayh,28,0.991,3778,50.61%,6,1-5,16.67%,0.094,64,37-27,57.81%,598,318-280,53.18%,,,
hard,91,Adam Walton,47,1.064,7262,50.43%,29,12-17,41.38%,0.250,116,56-60,48.28%,1174,594-580,50.60%,,,
hard,777,Adhithya Ganesan,6,0.690,1007,47.37%,5,2-3,40.00%,0.333,15,5-10,33.33%,159,71-88,44.65%,,,
hard,975,Aditya Vishal Balsekar,5,0.463,545,39.08%,1,1-0,100.00%,0.091,11,1-10,9.09%,89,23-66,25.84%,,,
hard,373,Adria Soriano Barrera,7,0.719,1107,45.89%,8,4-4,50.00%,0.471,17,5-12,29.41%,176,74-102,42.05%,,,
hard,73,Adrian Mannarino,29,0.991,4649,50.35%,18,5-13,27.78%,0.243,74,34-40,45.95%,762,384-378,50.39%,,,
hard,659,Aidan Kim,5,0.769,615,47.97%,0,0-0,,0.000,11,4-7,36.36%,96,43-53,44.79%,,,
hard,689,Aidan Mayo,10,1.235,1769,50.14%,11,5-6,45.45%,0.440,25,11-14,44.00%,272,131-141,48.16%,,,
hard,293,Akira Santillan,21,1.051,2748,50.69%,3,3-0,100.00%,0.060,50,27-23,54.00%,452,231-221,51.11%,,,
hard,444,Alafia Ayeni,11,1.122,1606,50.44%,3,2-1,66.67%,0.120,25,14-11,56.00%,248,126-122,50.81%,,,
hard,650,Alan Magadan,5,0.868,709,46.54%,2,1-1,50.00%,0.182,11,2-9,18.18%,111,48-63,43.24%,,,
hard,265,Alastair Gray,25,0.987,3835,50.40%,13,6-7,46.15%,0.210,62,30-32,48.39%,595,301-294,50.59%,,,
hard,618,Alberto Barroso Campos,8,0.982,1107,50.05%,0,0-0,,0.000,20,9-11,45.00%,172,85-87,49.42%,,,
hard,20,Alejandro Davidovich Fokina,29,0.989,4205,49.92%,15,7-8,46.67%,0.221,68,39-29,57.35%,675,355-320,52.59%,,,
hard,222,Alejandro Moro Canas,21,1.112,3136,50.67%,6,5-1,83.33%,0.115,52,29-23,55.77%,496,249-247,50.20%,,,
hard,26,Alejandro Tabilo,32,1.009,4506,50.87%,14,7-7,50.00%,0.187,75,41-34,54.67%,746,388-358,52.01%,,,
hard,450,Alejo Sanchez Quilez,7,1.022,941,50.69%,3,1-2,33.33%,0.200,15,8-7,53.33%,152,78-74,51.32%,,,
hard,108,Aleksandar Kovacevic,30,0.881,4727,49.06%,25,11-14,44.00%,0.338,74,31-43,41.89%,782,384-398,49.10%,,,
hard,67,Aleksandar Vukic,29,0.924,4524,48.65%,17,11-6,64.71%,0.233,73,34-39,46.58%,724,347-377,47.93%,,,
hard,157,Alex Bolt,31,1.144,4286,52.38%,13,10-3,76.92%,0.186,70,49-21,70.00%,690,379-311,54.93%,,,
hard,498,Alex Hernandez,11,0.740,1455,46.87%,2,1-1,50.00%,0.083,24,7-17,29.17%,222,92-130,41.44%,,,
hard,355,Alex Martinez,9,0.937,1252,49.84%,2,1-1,50.00%,0.095,21,10-11,47.62%,202,101-101,50.00%,,,
hard,41,Alex Michelsen,39,1.081,5804,51.57%,18,10-8,55.56%,0.191,94,53-41,56.38%,944,490-454,51.91%,,,
hard,81,Alex Molcan,13,1.207,1662,51.99%,5,4-1,80.00%,0.179,28,19-9,67.86%,263,142-121,53.99%,,,
hard,332,Alex Rybakov,20,0.955,2730,49.63%,8,5-3,62.50%,0.178,45,20-25,44.44%,442,212-230,47.96%,,,
hard,7,Alex de Minaur,45,1.089,6713,51.24%,17,9-8,52.94%,0.157,108,69-39,63.89%,1055,575-480,54.50%,,,
hard,479,Alexander Binda,7,0.725,881,47.45%,2,0-2,0.00%,0.133,15,4-11,26.67%,140,62-78,44.29%,,,
hard,205,Alexander Blockx,30,1.073,4568,50.83%,13,6-7,46.15%,0.171,76,49-27,64.47%,704,381-323,54.12%,,,
hard,11,Alexander Bublik,34,1.079,5226,51.49%,22,11-11,50.00%,0.262,84,52-32,61.90%,851,456-395,53.58%,,,
hard,549,Alexander Donski,7,0.836,1291,49.65%,4,2-2,50.00%,0.211,19,11-8,57.89%,197,101-96,51.27%,,,
hard,496,Alexander Ritschard,5,1.264,720,51.39%,2,2-0,100.00%,0.167,12,7-5,58.33%,110,59-51,53.64%,,,
hard,100,Alexander Shevchenko,24,0.870,3823,48.31%,20,11-9,55.00%,0.333,60,27-33,45.00%,603,282-321,46.77%,,,
hard,3,Alexander Zverev,38,1.167,5573,51.07%,20,14-6,70.00%,0.220,91,56-35,61.54%,923,479-444,51.90%,,,
hard,464,Alexandr Binda,5,0.808,806,46.65%,0,0-0,,0.000,13,3-10,23.08%,127,56-71,44.09%,,,
hard,132,Alexandre Muller,18,0.841,2775,48.00%,12,5-7,41.67%,0.273,44,15-29,34.09%,449,198-251,44.10%,,,
hard,25,Alexei Popyrin,20,0.903,2771,48.00%,5,2-3,40.00%,0.104,48,15-33,31.25%,470,210-260,44.68%,,,
hard,200,Alexis Galarneau,47,0.951,7021,49.96%,16,8-8,50.00%,0.144,111,60-51,54.05%,1096,555-541,50.64%,,,
hard,409,Alfredo Perez,14,0.964,1903,49.66%,3,1-2,33.33%,0.097,31,16-15,51.61%,302,152-150,50.33%,,,
hard,248,Andre Ilagan,51,0.987,8032,49.90%,28,11-17,39.29%,0.228,123,63-60,51.22%,1234,622-612,50.41%,,,
hard,227,Andrea Guerrieri,5,0.958,796,50.25%,3,0-3,0.00%,0.250,12,5-7,41.67%,123,63-60,51.22%,,,
hard,614,Andrea Vavassori,8,0.935,1217,50.86%,3,2-1,66.67%,0.150,20,11-9,55.00%,190,98-92,51.58%,,,
hard,223,Andres Andrade,17,0.942,2274,49.30%,3,2-1,66.67%,0.079,38,21-17,55.26%,361,180-181,49.86%,,,
hard,381,Andres Martin,37,0.980,5719,49.75%,18,10-8,55.56%,0.205,88,40-48,45.45%,887,433-454,48.82%,,,
hard,399,Andrew Fenty,16,0.834,2403,48.36%,10,5-5,50.00%,0.270,37,14-23,37.84%,372,175-197,47.04%,,,
hard,16,Andrey Rublev,25,1.129,4150,50.82%,14,6-8,42.86%,0.215,65,35-30,53.85%,663,341-322,51.43%,,,
hard,348,Antoine Escoffier,7,1.024,999,50.75%,3,1-2,33.33%,0.188,16,8-8,50.00%,157,81-76,51.59%,,,
hard,352,Antoine Ghibaudo,25,0.882,3379,49.45%,9,5-4,55.56%,0.164,55,26-29,47.27%,540,263-277,48.70%,,,
hard,911,Aoran Wang,5,0.715,705,46.67%,3,1-2,33.33%,0.250,12,4-8,33.33%,122,56-66,45.90%,,,
hard,808,Arda Azkara,10,0.933,1372,49.05%,3,2-1,66.67%,0.136,22,9-13,40.91%,214,101-113,47.20%,,,
hard,492,Aristotelis Thanos,5,0.882,722,46.68%,0,0-0,,0.000,12,2-10,16.67%,115,49-66,42.61%,,,
hard,439,Arthur Bouquier,14,0.928,2407,49.56%,6,4-2,66.67%,0.162,37,17-20,45.95%,372,181-191,48.66%,,,
hard,73,Arthur Cazaux,21,1.085,3219,51.10%,13,8-5,61.54%,0.255,51,30-21,58.82%,509,268-241,52.65%,,,
hard,114,Arthur Fery,18,1.207,2496,51.36%,5,1-4,20.00%,0.119,42,24-18,57.14%,398,211-187,53.02%,,,
hard,24,Arthur Fils,22,1.086,3022,51.62%,14,8-6,57.14%,0.286,49,32-17,65.31%,483,261-222,54.04%,,,
hard,127,Arthur Gea,23,1.165,3288,52.95%,8,3-5,37.50%,0.148,54,35-19,64.81%,514,286-228,55.64%,,,
hard,29,Arthur Rinderknech,32,0.990,5449,50.12%,23,10-13,43.48%,0.271,85,44-41,51.76%,878,444-434,50.57%,,,
hard,417,Arthur Weber,8,0.808,1098,47.18%,2,1-1,50.00%,0.111,18,5-13,27.78%,168,73-95,43.45%,,,
hard,414,Aryan Shah,9,0.768,1261,46.47%,3,0-3,0.00%,0.130,23,7-16,30.43%,203,88-115,43.35%,,,
hard,227,August Holmgren,34,1.039,5214,49.85%,16,9-7,56.25%,0.195,82,40-42,48.78%,829,414-415,49.94%,,,
hard,664,Aziz Dougaz,5,1.048,858,50.00%,3,1-2,33.33%,0.231,13,6-7,46.15%,132,65-67,49.24%,,,
hard,525,Aziz Ouakaa,7,0.638,888,43.13%,2,1-1,50.00%,0.125,16,3-13,18.75%,147,55-92,37.41%,,,
hard,300,Beibit Zhukayev,19,0.844,2767,47.60%,10,3-7,30.00%,0.217,46,17-29,36.96%,443,203-240,45.82%,,,
hard,746,Ben Jones,5,0.783,630,46.98%,1,1-0,100.00%,0.091,11,4-7,36.36%,103,48-55,46.60%,,,
hard,10,Ben Shelton,27,1.044,4337,50.52%,17,8-9,47.06%,0.246,69,39-30,56.52%,726,375-351,51.65%,,,
hard,70,Benjamin Bonzi,29,1.011,4767,50.30%,17,9-8,52.94%,0.224,76,44-32,57.89%,775,395-380,50.97%,,,
hard,506,Benjamin Hassan,18,0.852,2480,46.81%,4,2-2,50.00%,0.095,42,12-30,28.57%,406,176-230,43.35%,,,
hard,917,Benoit Paire,5,0.719,726,45.32%,1,1-0,100.00%,0.077,13,3-10,23.08%,113,45-68,39.82%,,,
hard,171,Bernard Tomic,35,1.073,5269,50.43%,19,8-11,42.11%,0.226,84,45-39,53.57%,822,419-403,50.97%,,,
hard,155,Billy Harris,25,1.003,4183,50.06%,21,12-9,57.14%,0.339,62,33-29,53.23%,646,325-321,50.31%,,,
hard,344,Blaise Bicknell,29,0.897,4467,48.15%,10,6-4,60.00%,0.139,72,31-41,43.06%,695,323-372,46.47%,,,
hard,502,Blake Ellis,27,0.925,4366,48.99%,19,12-7,63.16%,0.288,66,33-33,50.00%,684,331-353,48.39%,,,
hard,443,Bor Artnak,5,0.796,623,46.39%,1,0-1,0.00%,0.100,10,2-8,20.00%,94,40-54,42.55%,,,
hard,169,Borna Gojo,29,1.240,4274,52.95%,14,7-7,50.00%,0.209,67,47-20,70.15%,680,384-296,56.47%,,,
hard,70,Botic van de Zandschulp,28,0.988,4527,49.08%,18,7-11,38.89%,0.261,69,33-36,47.83%,711,354-357,49.79%,,,
hard,234,Braden Shick,17,0.924,2391,50.77%,5,4-1,80.00%,0.128,39,23-16,58.97%,373,195-178,52.28%,,,
hard,109,Brandon Holt,15,1.094,2432,49.88%,3,1-2,33.33%,0.077,39,18-21,46.15%,377,186-191,49.34%,,,
hard,31,Brandon Nakashima,38,1.085,5857,51.07%,25,11-14,44.00%,0.272,92,53-39,57.61%,951,496-455,52.16%,,,
hard,251,Buvaysar Gadamauri,14,1.033,2065,50.31%,6,2-4,33.33%,0.176,34,18-16,52.94%,325,168-157,51.69%,,,
hard,291,Calvin Hemery,26,0.914,3518,49.40%,9,3-6,33.33%,0.158,57,25-32,43.86%,547,262-285,47.90%,,,
hard,48,Cameron Norrie,39,1.121,6364,51.30%,27,14-13,51.85%,0.276,98,57-41,58.16%,1011,530-481,52.42%,,,
hard,95,Camilo Ugo Carabelli,16,0.784,2150,46.84%,7,3-4,42.86%,0.206,34,8-26,23.53%,341,140-201,41.06%,,,
hard,435,Cannon Kingsley,18,0.987,2582,50.27%,4,3-1,75.00%,0.093,43,21-22,48.84%,418,212-206,50.72%,,,
hard,436,Carl Emil Overbeck,12,1.137,1568,50.13%,7,1-6,14.29%,0.280,25,10-15,40.00%,253,126-127,49.80%,,,
hard,2,Carlos Alcaraz,38,1.408,6048,53.92%,17,10-7,58.82%,0.172,99,81-18,81.82%,976,581-395,59.53%,,,
hard,14,Casper Ruud,28,1.125,4033,51.90%,16,8-8,50.00%,0.242,66,38-28,57.58%,662,354-308,53.47%,,,
hard,320,Cedrik-Marcel Stebe,16,0.871,2573,49.71%,8,7-1,87.50%,0.211,38,22-16,57.89%,371,182-189,49.06%,,,
hard,283,Charles Broom,31,1.123,4684,50.79%,15,8-7,53.33%,0.195,77,39-38,50.65%,754,382-372,50.66%,,,
hard,191,Chris Rodesch,25,1.218,3522,52.21%,13,8-5,61.54%,0.236,55,38-17,69.09%,559,303-256,54.20%,,,
hard,467,Christian Langmo,23,0.846,3218,48.29%,7,3-4,42.86%,0.135,52,21-31,40.38%,502,238-264,47.41%,,,
hard,424,Christoph Negritu,12,0.819,1885,47.90%,8,4-4,50.00%,0.276,29,12-17,41.38%,304,143-161,47.04%,,,
hard,64,Christopher O'Connell,21,0.905,2734,48.98%,4,2-2,50.00%,0.089,45,21-24,46.67%,436,209-227,47.94%,,,
hard,234,Chun-Hsin Tseng,10,0.955,1466,48.98%,4,2-2,50.00%,0.160,25,10-15,40.00%,234,113-121,48.29%,,,
hard,204,Clement Chidekh,44,1.141,6750,51.70%,18,9-9,50.00%,0.170,106,61-45,57.55%,1023,544-479,53.18%,,,
hard,159,Clement Tabur,20,1.183,3113,52.10%,11,7-4,63.64%,0.220,50,29-21,58.00%,503,267-236,53.08%,,,
hard,108,Coleman Wong,51,1.020,7620,50.81%,23,17-6,73.91%,0.189,122,73-49,59.84%,1235,635-600,51.42%,,,
hard,511,Colin Sinclair,6,0.754,915,46.23%,2,2-0,100.00%,0.133,15,5-10,33.33%,147,60-87,40.82%,,,
hard,174,Colton Smith,23,1.101,3449,51.49%,12,8-4,66.67%,0.231,52,34-18,65.38%,535,287-248,53.64%,,,
hard,507,Constantin Bittoun Kouzmine,11,0.924,1526,49.21%,1,1-0,100.00%,0.040,25,11-14,44.00%,238,116-122,48.74%,,,
hard,69,Corentin Moutet,30,0.916,4499,49.97%,7,4-3,57.14%,0.096,73,36-37,49.32%,706,352-354,49.86%,,,
hard,612,Cruz Hewitt,11,0.972,1654,49.58%,2,2-0,100.00%,0.077,26,12-14,46.15%,250,120-130,48.00%,,,
hard,116,Dalibor Svrcina,21,1.119,2604,51.88%,4,2-2,50.00%,0.091,44,28-16,63.64%,390,212-178,54.36%,,,
hard,87,Damir Dzumhur,17,0.855,2690,47.62%,8,2-6,25.00%,0.186,43,12-31,27.91%,430,192-238,44.65%,,,
hard,224,Dan Added,45,1.035,6377,50.10%,16,10-6,62.50%,0.155,103,55-48,53.40%,992,499-493,50.30%,,,
hard,378,Dan Martin,12,0.826,1788,48.60%,6,3-3,50.00%,0.214,28,12-16,42.86%,294,142-152,48.30%,,,
hard,121,Dane Sweeny,33,1.016,4760,50.63%,15,10-5,66.67%,0.197,76,42-34,55.26%,726,378-348,52.07%,,,
hard,93,Daniel Altmaier,24,0.852,3649,47.74%,11,6-5,54.55%,0.180,61,25-36,40.98%,578,267-311,46.19%,,,
hard,184,Daniel Evans,5,1.209,804,52.11%,2,1-1,50.00%,0.154,13,9-4,69.23%,127,70-57,55.12%,,,
hard,371,Daniel Masur,15,1.102,2491,49.38%,12,4-8,33.33%,0.324,37,17-20,45.95%,393,193-200,49.11%,,,
hard,296,Daniel Merida,20,1.138,2554,52.19%,3,1-2,33.33%,0.067,45,31-14,68.89%,406,228-178,56.16%,,,
hard,302,Daniel Michalski,12,1.021,1987,50.18%,5,4-1,80.00%,0.156,32,17-15,53.12%,321,161-160,50.16%,,,
hard,325,Daniel Milavsky,23,0.903,3203,49.42%,8,3-5,37.50%,0.148,54,26-28,48.15%,509,253-256,49.71%,,,
hard,207,Daniel Rincon,13,1.088,1937,50.44%,9,3-6,33.33%,0.290,31,16-15,51.61%,310,159-151,51.29%,,,
hard,167,Daniil Glinka,38,1.051,5738,50.91%,14,11-3,78.57%,0.154,91,55-36,60.44%,899,469-430,52.17%,,,
hard,6,Daniil Medvedev,42,1.284,6158,53.49%,19,7-12,36.84%,0.190,100,70-30,70.00%,978,564-414,57.67%,,,
hard,226,Darwin Blanch,32,1.004,5041,49.89%,14,9-5,64.29%,0.175,80,41-39,51.25%,801,398-403,49.69%,,,
hard,236,David Goffin,13,1.037,1963,48.40%,5,0-5,0.00%,0.152,33,11-22,33.33%,313,145-168,46.33%,,,
hard,188,David Jorda Sanchis,7,0.905,1036,49.32%,1,0-1,0.00%,0.062,16,5-11,31.25%,157,75-82,47.77%,,,
hard,58,Denis Shapovalov,29,1.091,4448,50.63%,8,5-3,62.50%,0.107,75,39-36,52.00%,714,368-346,51.54%,,,
hard,441,Denis Yevseyev,18,0.970,2790,49.07%,7,4-3,57.14%,0.152,46,21-25,45.65%,422,203-219,48.10%,,,
hard,436,Dhakshineswar Suresh,20,0.893,2755,49.51%,13,9-4,69.23%,0.289,45,27-18,60.00%,459,230-229,50.11%,,,
hard,551,Digvijaypratap Singh,6,0.747,801,45.19%,4,0-4,0.00%,0.308,13,1-12,7.69%,135,55-80,40.74%,,,
hard,375,Dimitar Kuzmanov,26,1.012,3413,50.69%,4,2-2,50.00%,0.068,59,31-28,52.54%,552,282-270,51.09%,,,
hard,84,Dino Prizmic,10,0.973,1482,49.53%,3,3-0,100.00%,0.100,30,14-16,46.67%,249,123-126,49.40%,,,
hard,652,Dmitry Popko,10,1.105,1387,50.18%,0,0-0,,0.000,23,10-13,43.48%,219,108-111,49.32%,,,
hard,357,Dominic Stricker,8,1.131,875,50.29%,1,1-0,100.00%,0.062,16,9-7,56.25%,147,75-72,51.02%,,,
hard,498,Dominik Palan,14,0.977,2174,48.90%,4,2-2,50.00%,0.121,33,15-18,45.45%,334,159-175,47.60%,,,
hard,307,Duje Ajdukovic,22,0.941,3418,49.50%,9,4-5,44.44%,0.167,54,27-27,50.00%,546,273-273,50.00%,,,
hard,1789,Duncan Chan,11,0.951,1594,49.44%,3,1-2,33.33%,0.115,26,12-14,46.15%,253,123-130,48.62%,,,
hard,152,Dusan Lajovic,5,1.032,573,50.26%,3,1-2,33.33%,0.333,9,4-5,44.44%,95,48-47,50.53%,,,
hard,225,Edas Butvilas,29,1.113,4093,51.31%,10,6-4,60.00%,0.149,67,36-31,53.73%,637,333-304,52.28%,,,
hard,391,Edward Winter,26,1.082,3862,51.29%,8,4-4,50.00%,0.129,62,35-27,56.45%,597,314-283,52.60%,,,
hard,486,Eero Vasa,5,0.972,730,49.86%,1,1-0,100.00%,0.083,12,6-6,50.00%,118,58-60,49.15%,,,
hard,314,Eliakim Coulibaly,29,1.042,4176,51.70%,13,7-6,53.85%,0.191,68,39-29,57.35%,669,358-311,53.51%,,,
hard,182,Elias Ymer,19,1.025,2835,50.90%,6,4-2,66.67%,0.125,48,26-22,54.17%,447,231-216,51.68%,,,
hard,91,Eliot Spizzirri,18,1.227,2960,51.55%,11,7-4,63.64%,0.224,49,29-20,59.18%,487,253-234,51.95%,,,
hard,190,Elmer Moller,5,0.631,609,45.48%,3,1-2,33.33%,0.300,10,2-8,20.00%,99,39-60,39.39%,,,
hard,547,Emil Ruusuvuori,11,0.933,1880,49.20%,10,4-6,40.00%,0.345,29,12-17,41.38%,308,149-159,48.38%,,,
hard,86,Emilio Nava,5,0.815,870,47.13%,2,0-2,0.00%,0.154,13,2-11,15.38%,131,54-77,41.22%,,,
hard,323,Enrico Dalla Valle,5,1.059,737,50.88%,2,1-1,50.00%,0.182,11,6-5,54.55%,110,56-54,50.91%,,,
hard,623,Erik Arutiunian,5,0.883,623,48.96%,1,0-1,0.00%,0.100,10,4-6,40.00%,97,47-50,48.45%,,,
hard,47,Ethan Quinn,19,0.913,2688,48.74%,12,7-5,58.33%,0.286,42,19-23,45.24%,438,211-227,48.17%,,,
hard,607,Evan Zhu,6,0.500,808,43.81%,3,0-3,0.00%,0.231,13,1-12,7.69%,125,46-79,36.80%,,,
hard,61,Fabian Marozsan,23,0.997,3514,50.11%,12,6-6,50.00%,0.207,58,28-30,48.28%,581,290-291,49.91%,,,
hard,351,Fabrizio Andaloro,5,0.838,642,46.88%,1,1-0,100.00%,0.111,9,4-5,44.44%,100,46-54,46.00%,,,
hard,107,Facundo Diaz Acosta,5,1.274,677,52.88%,2,1-1,50.00%,0.182,11,7-4,63.64%,104,58-46,55.77%,,,
hard,332,Facundo Mena,6,1.007,896,49.22%,3,1-2,33.33%,0.214,14,6-8,42.86%,145,71-74,48.97%,,,
hard,324,Fajing Sun,41,1.035,5864,50.10%,12,3-9,25.00%,0.126,95,46-49,48.42%,905,452-453,49.94%,,,
hard,191,Federico Agustin Gomez,13,1.110,2144,51.96%,6,2-4,33.33%,0.176,34,21-13,61.76%,335,185-150,55.22%,,,
