surface,ranking,player_name,matches_played,break_point_conversion_pct,break_points_converted,break_point_chances,break_points_per_game,break_points_per_set,break_points_per_match,breaks_per_set,breaks_per_match,break_point_save_pct,break_points_saved,break_points_faced,break_points_faced_per_game,break_points_faced_per_set,break_points_faced_per_match,times_broken_per_set,times_broken_per_match
clay,98,Yannick Hanfmann,23,36.73%,54,147,0.52,2.67,6.39,0.98,2.35,63.46%,66,104,0.37,1.89,4.52,0.69,1.65
clay,106,Yibing Wu,11,45.88%,39,85,0.65,3.15,7.73,1.44,3.55,56.45%,35,62,0.46,2.3,5.64,1,2.45
clay,222,Yu Hsiou Hsu,5,41.18%,14,34,0.59,2.62,6.8,1.08,2.8,45.16%,14,31,0.55,2.38,6.2,1.31,3.4
clay,165,Zachary Svajda,8,45.45%,20,44,0.35,1.69,5.5,0.77,2.5,50.85%,30,59,0.47,2.27,7.38,1.12,3.62
clay,154,Zdenek Kolar,67,40.76%,225,552,0.79,3.66,8.24,1.49,3.36,58.80%,254,432,0.62,2.86,6.45,1.18,2.66
clay,156,Zhizhen Zhang,7,48.15%,13,27,0.34,1.59,3.86,0.76,1.86,57.41%,31,54,0.68,3.18,7.71,1.35,3.29
clay,34,Zizou Bergs,15,43.16%,41,95,0.57,2.71,6.33,1.17,2.73,55.06%,49,89,0.54,2.54,5.93,1.14,2.67
clay,119,Zsombor Piros,31,47.09%,105,223,0.68,3.05,7.19,1.44,3.39,63.28%,112,177,0.52,2.42,5.71,0.89,2.1
grass,91,Adam Walton,8,41.79%,28,67,0.67,3.35,8.38,1.4,3.5,56.25%,27,48,0.48,2.4,6,1.05,2.62
grass,73,Adrian Mannarino,11,44.44%,32,72,0.53,2.57,6.55,1.14,2.91,56.41%,44,78,0.59,2.79,7.09,1.21,3.09
grass,265,Alastair Gray,5,42.42%,14,33,0.72,3.3,6.6,1.4,2.8,55.00%,11,20,0.42,2,4,0.9,1.8
grass,20,Alejandro Davidovich Fokina,12,38.46%,35,91,0.57,2.84,7.58,1.09,2.92,71.64%,48,67,0.43,2.09,5.58,0.59,1.58
grass,41,Alex Michelsen,5,56.67%,17,30,0.51,2.31,6,1.31,3.4,60.61%,20,33,0.54,2.54,6.6,1,2.6
grass,7,Alex de Minaur,11,45.37%,49,108,0.81,3.86,9.82,1.75,4.45,64.79%,46,71,0.53,2.54,6.45,0.89,2.27
grass,11,Alexander Bublik,8,30.95%,13,42,0.33,1.68,5.25,0.52,1.62,59.46%,22,37,0.28,1.48,4.62,0.6,1.88
grass,3,Alexander Zverev,11,35.14%,26,74,0.42,2.18,6.73,0.76,2.36,69.44%,25,36,0.2,1.06,3.27,0.32,1
grass,200,Alexis Galarneau,8,35.71%,25,70,0.64,3.18,8.75,1.14,3.12,58.46%,38,65,0.6,2.95,8.12,1.23,3.38
grass,114,Arthur Fery,15,41.41%,53,128,0.56,2.72,8.53,1.13,3.53,58.76%,57,97,0.42,2.06,6.47,0.85,2.67
grass,127,Arthur Gea,7,40.82%,20,49,0.56,2.72,7,1.11,2.86,65.31%,32,49,0.54,2.72,7,0.94,2.43
grass,29,Arthur Rinderknech,5,29.63%,8,27,0.32,1.69,5.4,0.5,1.6,80.00%,24,30,0.34,1.88,6,0.38,1.2
grass,227,August Holmgren,5,30.77%,8,26,0.48,2.36,5.2,0.73,1.6,59.26%,16,27,0.53,2.45,5.4,1,2.2
grass,10,Ben Shelton,8,25.00%,13,52,0.39,2.08,6.5,0.52,1.62,74.36%,29,39,0.29,1.56,4.88,0.4,1.25
grass,70,Benjamin Bonzi,7,40.91%,18,44,0.51,2.32,6.29,0.95,2.57,61.36%,27,44,0.5,2.32,6.29,0.89,2.43
grass,155,Billy Harris,8,28.57%,16,56,0.48,2.55,7,0.73,2,62.50%,35,56,0.49,2.55,7,0.95,2.62
grass,31,Brandon Nakashima,6,48.84%,21,43,0.47,2.53,7.17,1.24,3.5,64.52%,20,31,0.34,1.82,5.17,0.65,1.83
grass,64,Christopher O'Connell,7,31.25%,15,48,0.56,3,6.86,0.94,2.14,65.52%,19,29,0.35,1.81,4.14,0.62,1.43
grass,204,Clement Chidekh,8,34.52%,29,84,0.85,4.2,10.5,1.45,3.62,51.16%,22,43,0.44,2.15,5.38,1.05,2.62
grass,69,Corentin Moutet,5,38.10%,8,21,0.31,1.62,4.2,0.62,1.6,58.97%,23,39,0.57,3,7.8,1.23,3.2
grass,121,Dane Sweeny,6,28.89%,13,45,0.57,3,7.5,0.87,2.17,63.16%,24,38,0.49,2.53,6.33,0.93,2.33
grass,93,Daniel Altmaier,8,24.53%,13,53,0.51,2.52,6.62,0.62,1.62,64.44%,29,45,0.43,2.14,5.62,0.76,2
grass,6,Daniil Medvedev,9,42.86%,30,70,0.57,2.8,7.78,1.2,3.33,64.15%,34,53,0.43,2.12,5.89,0.76,2.11
grass,226,Darwin Blanch,7,43.24%,16,37,0.39,1.95,5.29,0.84,2.29,64.29%,36,56,0.59,2.95,8,1.05,2.86
grass,47,Ethan Quinn,9,36.76%,25,68,0.57,2.83,7.56,1.04,2.78,62.50%,30,48,0.39,2,5.33,0.75,2
grass,61,Fabian Marozsan,9,29.09%,16,55,0.5,2.39,6.11,0.7,1.78,69.23%,45,65,0.59,2.83,7.22,0.87,2.22
grass,29,Felix Auger-Aliassime,10,40.00%,26,65,0.4,2.03,6.5,0.81,2.6,75.68%,28,37,0.23,1.16,3.7,0.28,0.9
grass,220,Felix Gill,10,29.03%,18,62,0.46,2.3,6.2,0.67,1.8,63.49%,40,63,0.47,2.33,6.3,0.85,2.3
grass,300,Filippo Romano,8,42.86%,21,49,0.46,2.23,6.12,0.95,2.62,69.12%,47,68,0.62,3.09,8.5,0.95,2.62
grass,9,Flavio Cobolli,6,38.78%,19,49,0.48,2.33,8.17,0.9,3.17,61.02%,36,59,0.58,2.81,9.83,1.1,3.83
grass,20,Frances Tiafoe,11,38.27%,31,81,0.52,2.61,7.36,1,2.82,79.03%,49,62,0.39,2,5.64,0.42,1.18
grass,23,Francisco Cerundolo,6,38.10%,24,63,0.77,3.71,10.5,1.41,4,66.04%,35,53,0.64,3.12,8.83,1.06,3
grass,87,Gabriel Diallo,7,44.44%,20,45,0.38,1.96,6.43,0.87,2.86,66.13%,41,62,0.54,2.7,8.86,0.91,3
grass,91,Giovanni Mpetshi Perricard,5,31.58%,6,19,0.24,1.36,3.8,0.43,1.2,65.22%,15,23,0.29,1.64,4.6,0.57,1.6
grass,146,Grigor Dimitrov,10,37.50%,27,72,0.51,2.48,7.2,0.93,2.7,65.45%,36,55,0.38,1.9,5.5,0.66,1.9
grass,205,Harry Wendelken,5,30.77%,8,26,0.39,2,5.2,0.62,1.6,60.00%,24,40,0.62,3.08,8,1.23,3.2
grass,273,Henry Searle,10,40.32%,25,62,0.55,2.7,6.2,1.09,2.5,89.74%,35,39,0.34,1.7,3.9,0.17,0.4
grass,18,Hubert Hurkacz,7,34.62%,18,52,0.45,2.26,7.43,0.78,2.57,76.92%,30,39,0.32,1.7,5.57,0.39,1.29
grass,33,Ignacio Buse,6,39.39%,13,33,0.43,2.06,5.5,0.81,2.17,55.77%,29,52,0.67,3.25,8.67,1.44,3.83
grass,172,Jack Pinnington Jones,7,35.09%,20,57,0.56,3,8.14,1.05,2.86,59.26%,32,54,0.55,2.84,7.71,1.16,3.14
grass,86,Jacob Fearnley,15,41.18%,63,153,0.75,3.64,10.2,1.5,4.2,53.92%,55,102,0.5,2.43,6.8,1.12,3.13
grass,88,Jan Choinski,5,38.24%,13,34,0.49,2.27,6.8,0.87,2.6,71.05%,27,38,0.55,2.53,7.6,0.73,2.2
grass,42,Jan-Lennard Struff,9,39.62%,21,53,0.32,1.66,5.89,0.66,2.33,69.57%,48,69,0.41,2.16,7.67,0.66,2.33
grass,1,Jannik Sinner,7,35.82%,24,67,0.55,2.79,9.57,1,3.43,68.42%,13,19,0.16,0.79,2.71,0.25,0.86
grass,43,Jaume Munar,5,35.48%,11,31,0.48,2.21,6.2,0.79,2.2,71.43%,25,35,0.54,2.5,7,0.71,2
grass,1091,Jenson Brooksby,8,40.62%,26,64,0.67,3.05,8,1.24,3.25,54.00%,27,50,0.53,2.38,6.25,1.1,2.88
grass,12,Jiri Lehecka,9,33.33%,21,63,0.45,2.33,7,0.78,2.33,76.74%,33,43,0.31,1.59,4.78,0.37,1.11
grass,136,Jurij Rodionov,5,37.50%,12,32,0.68,3.2,6.4,1.2,2.4,50.00%,6,12,0.25,1.2,2.4,0.6,1.2
grass,117,Kamil Majchrzak,12,41.46%,34,82,0.53,2.65,6.83,1.1,2.83,61.54%,32,52,0.33,1.68,4.33,0.65,1.67
grass,270,Kyrian Jacquet,7,40.38%,21,52,0.6,2.89,7.43,1.17,3,55.81%,24,43,0.49,2.39,6.14,1.06,2.71
grass,88,Lorenzo Sonego,6,41.94%,13,31,0.28,1.48,5.17,0.62,2.17,63.89%,23,36,0.32,1.71,6,0.62,2.17
grass,145,Mackenzie McDonald,6,38.24%,13,34,0.47,2.27,5.67,0.87,2.17,61.70%,29,47,0.66,3.13,7.83,1.2,3
grass,45,Marcos Giron,7,37.78%,17,45,0.42,2.25,6.43,0.85,2.43,67.92%,36,53,0.49,2.65,7.57,0.85,2.43
grass,182,Marin Cilic,5,50.00%,12,24,0.36,1.71,4.8,0.86,2.4,42.11%,16,38,0.56,2.71,7.6,1.57,4.4
grass,189,Mark Lajal,8,37.25%,19,51,0.57,2.68,6.38,1,2.38,55.32%,26,47,0.52,2.47,5.88,1.11,2.62
grass,326,Martin Damm,6,33.33%,10,30,0.32,1.76,5,0.59,1.67,79.17%,38,48,0.53,2.82,8,0.59,1.67
grass,143,Martin Landaluce,5,30.00%,9,30,0.39,2,6,0.6,1.8,65.79%,25,38,0.5,2.53,7.6,0.87,2.6
grass,100,Marton Fucsovics,6,35.48%,11,31,0.39,1.94,5.17,0.69,1.83,70.83%,34,48,0.63,3,8,0.88,2.33
grass,101,Mattia Bellucci,7,43.75%,14,32,0.33,1.68,4.57,0.74,2,68.42%,26,38,0.4,2,5.43,0.63,1.71
grass,257,Max Basing,5,25.00%,9,36,0.58,2.57,7.2,0.64,1.8,55.32%,26,47,0.71,3.36,9.4,1.5,4.2
grass,754,Michael Zheng,5,42.42%,14,33,0.35,1.83,6.6,0.78,2.8,72.50%,29,40,0.42,2.22,8,0.61,2.2
grass,55,Miomir Kecmanovic,5,20.00%,6,30,0.38,1.88,6,0.38,1.2,68.89%,31,45,0.59,2.81,9,0.88,2.8
grass,8,Novak Djokovic,6,39.53%,17,43,0.39,1.87,7.17,0.74,2.83,75.00%,39,52,0.46,2.26,8.67,0.57,2.17
grass,36,Nuno Borges,9,34.48%,20,58,0.52,2.64,6.44,0.91,2.22,64.86%,24,37,0.34,1.68,4.11,0.59,1.44
grass,348,Oliver Tarvet,6,33.33%,13,39,0.49,2.44,6.5,0.81,2.17,72.41%,21,29,0.37,1.81,4.83,0.5,1.33
grass,115,Otto Virtanen,12,30.38%,24,79,0.45,2.39,6.58,0.73,2,83.33%,55,66,0.38,2,5.5,0.33,0.92
grass,83,Quentin Halys,5,41.38%,12,29,0.47,2.23,5.8,0.92,2.4,56.25%,18,32,0.51,2.46,6.4,1.08,2.8
grass,38,Raphael Collignon,5,31.82%,7,22,0.34,1.69,4.4,0.54,1.4,66.67%,16,24,0.36,1.85,4.8,0.62,1.6
grass,182,Remy Bertola,5,36.36%,8,22,0.42,2,4.4,0.73,1.6,52.00%,13,25,0.45,2.27,5,1.09,2.4
grass,93,Rinky Hijikata,9,40.38%,21,52,0.45,2.26,5.78,0.91,2.33,62.50%,35,56,0.48,2.43,6.22,0.91,2.33
grass,132,Roman Safiullin,8,34.25%,25,73,0.55,2.61,9.12,0.89,3.12,62.50%,30,48,0.35,1.71,6,0.64,2.25
grass,117,Shintaro Mochizuki,8,39.74%,31,78,0.71,3.55,9.75,1.41,3.88,63.01%,46,73,0.68,3.32,9.12,1.23,3.38
grass,194,Sho Shimabukuro,9,38.46%,20,52,0.44,2.26,5.78,0.87,2.22,61.70%,29,47,0.41,2.04,5.22,0.78,2
grass,8,Taylor Fritz,14,37.08%,33,89,0.43,2.23,6.36,0.82,2.36,64.71%,33,51,0.24,1.27,3.64,0.45,1.29
grass,46,Terence Atmane,5,18.52%,5,27,0.37,1.93,5.4,0.36,1,61.76%,21,34,0.48,2.43,6.8,0.93,2.6
grass,185,Titouan Droguet,5,47.62%,10,21,0.35,1.62,4.2,0.77,2,62.50%,20,32,0.54,2.46,6.4,0.92,2.4
grass,112,Toby Samuel,8,38.89%,21,54,0.52,2.45,6.75,0.95,2.62,65.75%,48,73,0.69,3.32,9.12,1.14,3.12
grass,21,Tommy Paul,8,43.10%,25,58,0.57,2.76,7.25,1.19,3.12,64.52%,20,31,0.3,1.48,3.88,0.52,1.38
grass,148,Tristan Schoolkate,5,25.58%,11,43,0.64,3.07,8.6,0.79,2.2,65.71%,23,35,0.5,2.5,7,0.86,2.4
grass,28,Ugo Humbert,12,44.83%,26,58,0.4,1.87,4.83,0.84,2.17,70.15%,47,67,0.44,2.16,5.58,0.65,1.67
grass,125,Vit Kopriva,5,52.38%,11,21,0.32,1.62,4.2,0.85,2.2,70.00%,28,40,0.65,3.08,8,0.92,2.4
grass,98,Yannick Hanfmann,8,20.37%,11,54,0.5,2.7,6.75,0.55,1.38,66.67%,24,36,0.35,1.8,4.5,0.6,1.5
grass,239,Yi Zhou,6,42.31%,22,52,0.79,3.71,8.67,1.57,3.67,70.00%,35,50,0.76,3.57,8.33,1.07,2.5
grass,106,Yibing Wu,5,33.33%,13,39,0.58,2.79,7.8,0.93,2.6,65.12%,28,43,0.64,3.07,8.6,1.07,3
grass,109,Yunchaokete Bu,11,53.49%,23,43,0.36,1.72,3.91,0.92,2.09,72.73%,40,55,0.45,2.2,5,0.6,1.36
grass,156,Zhizhen Zhang,8,30.43%,14,46,0.43,2.3,5.75,0.7,1.75,72.97%,27,37,0.35,1.85,4.62,0.5,1.25
grass,34,Zizou Bergs,10,45.16%,42,93,0.6,2.91,9.3,1.31,4.2,58.73%,37,63,0.4,1.97,6.3,0.81,2.6
hard,261,Abdullah Shelbayh,28,48.95%,93,190,0.64,2.97,6.79,1.45,3.32,63.27%,124,196,0.66,3.06,7,1.12,2.57
hard,91,Adam Walton,47,41.94%,117,279,0.49,2.41,5.94,1.01,2.49,59.62%,155,260,0.46,2.24,5.53,0.91,2.23
hard,777,Adhithya Ganesan,6,41.94%,13,31,0.41,2.07,5.17,0.87,2.17,50.00%,23,46,0.58,3.07,7.67,1.53,3.83
hard,975,Aditya Vishal Balsekar,5,33.33%,2,6,0.13,0.55,1.2,0.18,0.4,48.89%,22,45,1.05,4.09,9,2.09,4.6
hard,373,Adria Soriano Barrera,7,20.00%,5,25,0.29,1.47,3.57,0.29,0.71,58.14%,25,43,0.52,2.53,6.14,1.06,2.57
hard,73,Adrian Mannarino,29,43.50%,77,177,0.48,2.39,6.1,1.04,2.66,61.93%,109,176,0.47,2.38,6.07,0.91,2.31
hard,659,Aidan Kim,5,31.03%,9,29,0.62,2.64,5.8,0.82,1.8,64.29%,27,42,0.86,3.82,8.4,1.36,3
hard,689,Aidan Mayo,10,25.00%,19,76,0.58,3.04,7.6,0.76,1.9,60.00%,33,55,0.43,2.2,5.5,0.88,2.2
hard,293,Akira Santillan,21,44.44%,60,135,0.61,2.7,6.43,1.2,2.86,44.86%,48,107,0.47,2.14,5.1,1.18,2.81
hard,444,Alafia Ayeni,11,30.23%,26,86,0.7,3.44,7.82,1.04,2.36,63.77%,44,69,0.56,2.76,6.27,1,2.27
hard,650,Alan Magadan,5,27.78%,10,36,0.67,3.27,7.2,0.91,2,50.00%,18,36,0.65,3.27,7.2,1.64,3.6
hard,265,Alastair Gray,25,37.27%,60,161,0.56,2.6,6.44,0.97,2.4,65.68%,111,169,0.58,2.73,6.76,0.94,2.32
hard,618,Alberto Barroso Campos,8,44.64%,25,56,0.65,2.8,7,1.25,3.12,59.38%,38,64,0.74,3.2,8,1.3,3.25
hard,20,Alejandro Davidovich Fokina,29,40.82%,60,147,0.44,2.16,5.07,0.88,2.07,65.24%,107,164,0.5,2.41,5.66,0.84,1.97
hard,222,Alejandro Moro Canas,21,36.30%,53,146,0.6,2.81,6.95,1.02,2.52,61.54%,88,143,0.58,2.75,6.81,1.06,2.62
hard,26,Alejandro Tabilo,32,39.61%,61,154,0.42,2.05,4.81,0.81,1.91,68.42%,104,152,0.41,2.03,4.75,0.64,1.5
hard,450,Alejo Sanchez Quilez,7,48.89%,22,45,0.61,3,6.43,1.47,3.14,56.52%,26,46,0.61,3.07,6.57,1.33,2.86
hard,108,Aleksandar Kovacevic,30,30.30%,40,132,0.35,1.78,4.4,0.54,1.33,62.79%,81,129,0.34,1.74,4.3,0.65,1.6
hard,67,Aleksandar Vukic,29,30.54%,51,167,0.47,2.29,5.76,0.7,1.76,61.11%,110,180,0.51,2.47,6.21,0.96,2.41
hard,157,Alex Bolt,31,39.90%,77,193,0.58,2.76,6.23,1.1,2.48,64.67%,97,150,0.43,2.14,4.84,0.76,1.71
hard,498,Alex Hernandez,11,43.10%,25,58,0.52,2.42,5.27,1.04,2.27,54.74%,52,95,0.87,3.96,8.64,1.79,3.91
hard,355,Alex Martinez,9,50.94%,27,53,0.53,2.52,5.89,1.29,3,55.00%,33,60,0.6,2.86,6.67,1.29,3
hard,41,Alex Michelsen,39,39.09%,95,243,0.54,2.59,6.23,1.01,2.44,65.49%,148,226,0.49,2.4,5.79,0.83,2
hard,81,Alex Molcan,13,40.45%,36,89,0.72,3.18,6.85,1.29,2.77,55.38%,36,65,0.52,2.32,5,1.04,2.23
hard,332,Alex Rybakov,20,38.60%,44,114,0.56,2.53,5.7,0.98,2.2,64.63%,95,147,0.72,3.27,7.35,1.16,2.6
hard,7,Alex de Minaur,45,41.05%,117,285,0.56,2.64,6.33,1.08,2.6,68.15%,184,270,0.52,2.5,6,0.8,1.91
hard,479,Alexander Binda,7,51.52%,17,33,0.49,2.2,4.71,1.13,2.43,52.83%,28,53,0.76,3.53,7.57,1.67,3.57
hard,205,Alexander Blockx,30,34.05%,63,185,0.53,2.43,6.17,0.83,2.1,69.68%,108,155,0.44,2.04,5.17,0.62,1.57
hard,11,Alexander Bublik,34,37.16%,68,183,0.44,2.18,5.38,0.81,2,73.51%,111,151,0.36,1.8,4.44,0.48,1.18
hard,549,Alexander Donski,7,36.73%,18,49,0.52,2.58,7,0.95,2.57,73.85%,48,65,0.66,3.42,9.29,0.89,2.43
hard,496,Alexander Ritschard,5,35.71%,15,42,0.78,3.5,8.4,1.25,3,58.62%,17,29,0.54,2.42,5.8,1,2.4
hard,100,Alexander Shevchenko,24,32.28%,41,127,0.43,2.12,5.29,0.68,1.71,64.50%,109,169,0.59,2.82,7.04,1,2.5
hard,3,Alexander Zverev,38,35.82%,72,201,0.45,2.21,5.29,0.79,1.89,62.67%,94,150,0.34,1.65,3.95,0.62,1.47
hard,464,Alexandr Binda,5,53.33%,16,30,0.47,2.31,6,1.23,3.2,46.51%,20,43,0.68,3.31,8.6,1.77,4.6
hard,132,Alexandre Muller,18,35.96%,32,89,0.41,2.02,4.94,0.73,1.78,59.38%,76,128,0.59,2.91,7.11,1.18,2.89
hard,25,Alexei Popyrin,20,32.95%,29,88,0.37,1.83,4.4,0.6,1.45,49.48%,48,97,0.43,2.02,4.85,1.02,2.45
hard,200,Alexis Galarneau,47,42.35%,130,307,0.57,2.77,6.53,1.17,2.77,61.45%,204,332,0.61,2.99,7.06,1.15,2.72
hard,409,Alfredo Perez,14,37.93%,33,87,0.57,2.81,6.21,1.06,2.36,67.78%,61,90,0.61,2.9,6.43,0.94,2.07
hard,248,Andre Ilagan,51,41.82%,156,373,0.61,3.03,7.31,1.27,3.06,64.96%,267,411,0.69,3.34,8.06,1.17,2.82
hard,227,Andrea Guerrieri,5,36.00%,9,25,0.42,2.08,5,0.75,1.8,82.35%,28,34,0.57,2.83,6.8,0.5,1.2
hard,614,Andrea Vavassori,8,41.67%,20,48,0.52,2.4,6,1,2.5,68.42%,39,57,0.61,2.85,7.12,0.9,2.25
hard,223,Andres Andrade,17,46.36%,51,110,0.61,2.89,6.47,1.34,3,56.78%,67,118,0.66,3.11,6.94,1.34,3
hard,381,Andres Martin,37,36.99%,91,246,0.57,2.8,6.65,1.03,2.46,58.10%,147,253,0.58,2.88,6.84,1.2,2.86
hard,399,Andrew Fenty,16,38.46%,30,78,0.44,2.11,4.88,0.81,1.88,60.19%,65,108,0.59,2.92,6.75,1.16,2.69
hard,16,Andrey Rublev,25,36.72%,65,177,0.54,2.72,7.08,1,2.6,63.38%,90,142,0.44,2.18,5.68,0.8,2.08
hard,348,Antoine Escoffier,7,48.15%,26,54,0.69,3.38,7.71,1.62,3.71,55.10%,27,49,0.64,3.06,7,1.38,3.14
hard,352,Antoine Ghibaudo,25,38.05%,43,113,0.43,2.05,4.52,0.78,1.72,64.19%,95,148,0.55,2.69,5.92,0.96,2.12
hard,911,Aoran Wang,5,50.00%,7,14,0.23,1.17,2.8,0.58,1.4,56.52%,13,23,0.4,1.92,4.6,0.83,2
hard,808,Arda Azkara,10,40.00%,22,55,0.48,2.5,5.5,1,2.2,64.29%,45,70,0.62,3.18,7,1.14,2.5
hard,492,Aristotelis Thanos,5,45.45%,15,33,0.57,2.75,6.6,1.25,3,39.47%,15,38,0.67,3.17,7.6,1.92,4.6
hard,439,Arthur Bouquier,14,31.96%,31,97,0.53,2.62,6.93,0.84,2.21,69.17%,83,120,0.66,3.24,8.57,1,2.64
hard,73,Arthur Cazaux,21,38.58%,49,127,0.51,2.49,6.05,0.96,2.33,67.83%,78,115,0.47,2.25,5.48,0.73,1.76
hard,114,Arthur Fery,18,40.00%,50,125,0.63,2.98,6.94,1.19,2.78,58.82%,50,85,0.44,2.02,4.72,0.83,1.94
hard,24,Arthur Fils,22,39.84%,49,123,0.53,2.51,5.59,1,2.23,66.34%,67,101,0.42,2.06,4.59,0.69,1.55
hard,127,Arthur Gea,23,49.69%,80,161,0.64,2.98,7,1.48,3.48,60.61%,80,132,0.52,2.44,5.74,0.96,2.26
hard,29,Arthur Rinderknech,32,38.69%,65,168,0.4,1.98,5.25,0.76,2.03,71.64%,144,201,0.48,2.36,6.28,0.67,1.78
hard,417,Arthur Weber,8,34.69%,17,49,0.59,2.72,6.12,0.94,2.12,54.10%,33,61,0.73,3.39,7.62,1.56,3.5
hard,414,Aryan Shah,9,36.96%,17,46,0.45,2,5.11,0.74,1.89,57.14%,36,63,0.64,2.74,7,1.17,3
hard,227,August Holmgren,34,33.68%,65,193,0.48,2.35,5.68,0.79,1.91,65.59%,122,186,0.47,2.27,5.47,0.78,1.88
hard,664,Aziz Dougaz,5,32.26%,10,31,0.46,2.38,6.2,0.77,2,74.19%,23,31,0.5,2.38,6.2,0.62,1.6
hard,525,Aziz Ouakaa,7,54.17%,13,24,0.33,1.5,3.43,0.81,1.86,50.00%,32,64,0.9,4,9.14,2,4.57
hard,300,Beibit Zhukayev,19,31.96%,31,97,0.44,2.11,5.11,0.67,1.63,66.91%,93,139,0.65,3.02,7.32,1,2.42
hard,746,Ben Jones,5,42.86%,6,14,0.27,1.27,2.8,0.55,1.2,58.33%,14,24,0.47,2.18,4.8,0.91,2
hard,10,Ben Shelton,27,37.04%,50,135,0.38,1.96,5,0.72,1.85,70.29%,97,138,0.39,2,5.11,0.59,1.52
hard,70,Benjamin Bonzi,29,35.11%,66,188,0.5,2.47,6.48,0.87,2.28,62.42%,98,157,0.41,2.07,5.41,0.78,2.03
hard,506,Benjamin Hassan,18,40.20%,41,102,0.5,2.43,5.67,0.98,2.28,52.21%,71,136,0.69,3.24,7.56,1.55,3.61
hard,917,Benoit Paire,5,47.62%,10,21,0.38,1.62,4.2,0.77,2,60.00%,33,55,0.98,4.23,11,1.69,4.4
hard,171,Bernard Tomic,35,36.97%,88,238,0.59,2.83,6.8,1.05,2.51,64.19%,138,215,0.54,2.56,6.14,0.92,2.2
hard,155,Billy Harris,25,33.33%,59,177,0.57,2.85,7.08,0.95,2.36,65.48%,110,168,0.54,2.71,6.72,0.94,2.32
hard,344,Blaise Bicknell,29,30.99%,53,171,0.5,2.38,5.9,0.74,1.83,61.00%,122,200,0.58,2.78,6.9,1.08,2.69
hard,502,Blake Ellis,27,29.01%,47,162,0.48,2.45,6,0.71,1.74,68.31%,125,183,0.55,2.77,6.78,0.88,2.15
hard,443,Bor Artnak,5,29.73%,11,37,0.82,3.7,7.4,1.1,2.2,52.50%,21,40,0.83,4,8,1.9,3.8
hard,169,Borna Gojo,29,42.63%,81,190,0.58,2.84,6.55,1.21,2.79,64.29%,72,112,0.33,1.67,3.86,0.6,1.38
hard,70,Botic van de Zandschulp,28,40.38%,63,156,0.45,2.26,5.57,0.91,2.25,56.18%,100,178,0.53,2.58,6.36,1.13,2.79
hard,234,Braden Shick,17,49.04%,51,104,0.57,2.67,6.12,1.31,3,58.93%,66,112,0.6,2.87,6.59,1.18,2.71
hard,109,Brandon Holt,15,38.61%,39,101,0.54,2.59,6.73,1,2.6,60.58%,63,104,0.56,2.67,6.93,1.05,2.73
hard,31,Brandon Nakashima,38,36.71%,76,207,0.45,2.25,5.45,0.83,2,67.24%,117,174,0.37,1.89,4.58,0.62,1.5
hard,251,Buvaysar Gadamauri,14,41.58%,42,101,0.63,2.97,7.21,1.24,3,61.11%,55,90,0.57,2.65,6.43,1.03,2.5
hard,291,Calvin Hemery,26,38.46%,45,117,0.44,2.05,4.5,0.79,1.73,64.15%,102,159,0.59,2.79,6.12,1,2.19
hard,48,Cameron Norrie,39,39.02%,103,264,0.54,2.69,6.77,1.05,2.64,64.41%,143,222,0.45,2.27,5.69,0.81,2.03
hard,95,Camilo Ugo Carabelli,16,37.14%,26,70,0.42,2.06,4.38,0.76,1.62,57.94%,62,107,0.64,3.15,6.69,1.32,2.81
hard,435,Cannon Kingsley,18,40.82%,40,98,0.48,2.28,5.44,0.93,2.22,61.54%,64,104,0.5,2.42,5.78,0.93,2.22
hard,436,Carl Emil Overbeck,12,35.62%,26,73,0.59,2.92,6.08,1.04,2.17,47.83%,22,46,0.37,1.84,3.83,0.96,2
hard,2,Carlos Alcaraz,38,39.12%,124,317,0.68,3.2,8.34,1.25,3.26,65.94%,91,138,0.3,1.39,3.63,0.47,1.24
hard,14,Casper Ruud,28,40.41%,59,146,0.46,2.21,5.21,0.89,2.11,70.45%,93,132,0.4,2,4.71,0.59,1.39
hard,320,Cedrik-Marcel Stebe,16,36.07%,44,122,0.67,3.21,7.62,1.16,2.75,62.22%,84,135,0.74,3.55,8.44,1.34,3.19
hard,283,Charles Broom,31,42.86%,87,203,0.55,2.64,6.55,1.13,2.81,57.45%,108,188,0.51,2.44,6.06,1.04,2.58
hard,191,Chris Rodesch,25,37.84%,56,148,0.55,2.69,5.92,1.02,2.24,63.73%,65,102,0.37,1.85,4.08,0.67,1.48
hard,467,Christian Langmo,23,38.32%,41,107,0.42,2.06,4.65,0.79,1.78,67.11%,100,149,0.61,2.87,6.48,0.94,2.13
hard,424,Christoph Negritu,12,30.43%,21,69,0.47,2.38,5.75,0.72,1.75,62.96%,51,81,0.55,2.79,6.75,1.03,2.5
hard,64,Christopher O'Connell,21,40.00%,36,90,0.41,2,4.29,0.8,1.71,64.29%,72,112,0.53,2.49,5.33,0.89,1.9
hard,234,Chun-Hsin Tseng,10,37.84%,28,74,0.64,2.96,7.4,1.12,2.8,55.07%,38,69,0.61,2.76,6.9,1.24,3.1
hard,204,Clement Chidekh,44,36.90%,145,393,0.78,3.71,8.93,1.37,3.3,62.58%,189,302,0.6,2.85,6.86,1.07,2.57
